ZVHS_218-024,-793080.8,-1129540.2,Smiradický p.
CHMI_5600,-690015.63,-1115876.09,Jankovský potok
ZVHS_111-031,-627419.6,-1003091.17,Úpa
CHMI_3952,-567389.12,-1086539.93,Morava
ZVHS_206-040,-687363.72,-1094110.29,Olešenský potok
PMO_SPPLi037,-568107.14,-1170351.25,Litava (Cézava)
CHMI_3258,-734924.24,-1134610.25,Lužnice
CHMI_3636,-562723.58,-1065918.25,Branná
PLA_326,-617349.9,-1036375.2,Dědina
ZVHS_213-009,-732527.9,-1051538.4,Pitkovický
ZVHS_201-066,-708366.62,-1075306.4,Živý potok
POD_5573,-467950.7,-1131681.6,Frýdlantská Ondřejnice
ZVHS_220-047,-855702,-1072722,Úhlavka
PVL_2614,-755794.68,-1167536.68,Malše
PVL_2901,-806720.12,-1151053.56,Volyňka
PVL_1056,-775610.4,-1125993.67,Otava
ZVHS_109-018,-690877.1,-1035756.3,Velenický p.
CHMI_3682,-513202.628,-1127201.397,Velička
PMO_XPPTu011,-544875.78,-1115157.51,Trusovický potok (Trusovka)
ZVHS_202-024,-765478,-1054114,Loděnice
CHMI_3449,-746331.79,-1017546.29,Bakovský potok
CHMI_3045,-613295.92,-1022142.47,Metuje
CHMI_3566,-510406.53,-1068622.86,Zlatá Opavice
ZVHS_508-015,-511914.35,-1132396.71,Bečva
ZVHS_305-030,-756811.6,-1003971.5,HMZ
CHMI_5036,-756504.77,-1074206.45,Kocába
ZVHS_207-060,-731963.09,-1171993.89,Podřezanská stoka
PLA_132,-652823.2,-1086512.5,Chrudimka
CHMI_1002,-644262.24,-1009967.79,Labe
PMO_ZPPBn004,-534597.59,-1178397.61,Březnice
REF_045,-590755.02,-1057027.62,Divoká Orlice
POH_1169,-813038,-984550,Kamenička
CHMI_3421,-778897.5,-1081593.15,Litavka
CHMI_3909,-858384.42,-1111211.17,Kouba
ZVHS_502-001,-611859.9,-1197787.4,Litobratřický p.
PMO_ZPPNi001,-523931.01,-1187992.94,Nivnička (Bystřička)
ZVHS_202-018,-755424.1,-1051177.1,Radotínský p.
CHMI_1051,-735757.02,-1145647.06,Nežárka
POH_1157,-887026,-1025985,Odrava
POD_5006,-466886.1,-1094346.5,Odra
PVL_2966,-775297.09,-1142959.21,Blanice
ZVHS_217N004,-792936.2,-1058133.6,Jablečný p.
ZVHS_512-005,-521034.8,-1186011.1,Luhačovický p.
ZVHS_501-009,-598924.9,-1136482.5,Býkovka
ZVHS_401-050,-508535.5,-1053392.6,Karlovský p.
ZVHS_306-017,-737966.6,-963852.2,Olešnička
CHMI_5057,-753819.94,-1030692.25,Dřetovický potok
PMO_ZPPLt012,-506908.91,-1166371.23,Lutoninka
PLA_90,-689800.4,-1069408.1,Vidický potok
PVL_2519,-767309.67,-1173593.34,Křemžský potok
PVL_2032,-793460.74,-1059332.18,Zbirožský potok
CHMI_1170,-499341.98,-1153367.56,Vsetínská Bečva
CHMI_3764,-586270.55,-1204237.36,Trkmanka
ZVHS_515-047,-641293.06,-1193633.94,Leska
PVL_2531,-762594.73,-1155333.36,Bezdrevský(Netol.) potok
ZVHS_501-049,-590191.95,-1161227.57,Říčka
PLA_227,-590989.9,-1059000.4,Divoká Orlice
POH_20370200,-792082.3,-969376.18,Flájský potok
PVL_5005,-715464.62,-1089661.72,Blanice
PLA_114,-609428,-1014189,Židovka
ZVHS_402-027,-485616.8,-1122320.4,Sedlnice
ZVHS_104-074,-700502.59,-1054532.98,Bečvárka
POH_1053,-704410,-979474,Ploučnice
POD_5024,-476120.7,-1103351.9,Porubka
CHMI_3461,-789613.73,-965691.71,Moldavský potok
PVL_3041,-866988.1,-1056862.63,Sedlištský potok
ZVHS_210-012,-695053.4,-1126891.9,Vlásenický
ZVHS_515-042,-645282.9,-1186895.18,Mramotický potok
PMO_SPTVi011,-631472.07,-1100690.09,Svratka
ZVHS_108-038,-671700.3,-1066602.9,Strakočský p.
PMO_KPPKY012,-562583.05,-1183444.42,Kyjovka
CHMI_1033,-661441.57,-992535.3,Jizera
PMO_ZPPBK013,-507680.01,-1166951.84,Bratřejovka
PMO_YPPHl002,-556580,-1133768.74,Hloučela
PVL_2151,-770009.17,-1203970.56,Větší Vltavice
CHMI_1086,-790434.65,-1049532.61,Berounka
ZVHS_517-024,-560167.4,-1168740.8,Litenčický p.
ZVHS_108-060,-661013.46,-1066233.09,Mlýnský potok
CHMI_5058,-738958.38,-1041365.31,Rokytka
ZVHS_210-046,-702068.8,-1112994.1,Bořetický
PVL_2950,-800620.7,-1100701.8,Lomnice
POH_1360,-722939,-986796,Robečský potok
PLA_135,-643200.4,-1068079.7,Chrudimka
CHMI_1058,-776105.05,-1133800.66,Blanice
